Municípios,Código municipal,UF,domicílios
Poxoréu,5107008,MT,11361
Pracinha,3540853,SP,697
Pracuúba,1600550,AP,1324
Prado,2925501,BA,18800
Prado Ferreira,4120333,PR,1842
Pradópolis,3540903,SP,6802
Prados,3152709,MG,4599
Praia Grande,3541000,SP,257388
Praia Grande,4213807,SC,3999
Praia Norte,1718303,TO,2884
Prainha,1506005,PA,12611
Pranchita,4120358,PR,2452
Prata,2512200,PB,1895
Prata,3152808,MG,14581
Prata do Piauí,2208601,PI,1466
Pratânia,3541059,SP,2274
Pratápolis,3152907,MG,4409
Pratinha,3153004,MG,1927
Presidente Alves,3541109,SP,1972
Presidente Bernardes,3153103,MG,2588
Presidente Bernardes,3541208,SP,6490
Presidente Castello Branco,4213906,SC,688
Presidente Castelo Branco,4120408,PR,1826
Presidente Dutra,2109106,MA,17948
Presidente Dutra,2925600,BA,6636
Presidente Epitácio,3541307,SP,19266
Presidente Figueiredo,1303536,AM,15148
Presidente Getúlio,4214003,SC,7957
Presidente Jânio Quadros,2925709,BA,6231
Presidente Juscelino,2109205,MA,3867
Presidente Juscelino,3153202,MG,2102
Presidente Kennedy,1718402,TO,1323
Presidente Kennedy,3204302,ES,6908
Presidente Kubitschek,3153301,MG,1291
Presidente Lucena,4315149,RS,1391
Presidente Médici,1100254,RO,9484
Presidente Médici,2109239,MA,1807
Presidente Nereu,4214102,SC,1185
Presidente Olegário,3153400,MG,10636
Presidente Prudente,3541406,SP,104515
Presidente Sarney,2109270,MA,6417
Presidente Tancredo Neves,2925758,BA,12751
Presidente Vargas,2109304,MA,3476
Presidente Venceslau,3541505,SP,15934
Primavera,1506104,PA,4346
Primavera,2611408,PE,5255
Primavera de Rondônia,1101476,RO,1500
Primavera do Leste,5107040,MT,31934
Primeira Cruz,2109403,MA,4567
Primeiro de Maio,4120507,PR,5233
Princesa,4214151,SC,1209
Princesa Isabel,2512309,PB,9925
Professor Jamil,5218391,GO,2276
Progresso,4315156,RS,2723
Promissão,3541604,SP,15316
Propriá,2805703,SE,11845
Protásio Alves,4315172,RS,950
Prudente de Morais,3153608,MG,4987
Prudentópolis,4120606,PR,21018
Pugmil,1718451,TO,1000
Pureza,2410405,RN,4004
Putinga,4315206,RS,1745
Puxinanã,2512408,PB,6175
Quadra,3541653,SP,2259
Quaraí,4315305,RS,10135
Quartel Geral,3153707,MG,2042
Quarto Centenário,4120655,PR,1856
Quatá,3541703,SP,5680
Quatiguá,4120705,PR,3626
Quatipuru,1506112,PA,4439
Quatis,3304128,RJ,6300
Quatro Barras,4120804,PR,9786
Quatro Irmãos,4315313,RS,799
Quatro Pontes,4120853,PR,1866
Quebrangulo,2707602,AL,4827
Quedas do Iguaçu,4120903,PR,13058
Queimada Nova,2208650,PI,4106
Queimadas,2512507,PB,21389
Queimadas,2925808,BA,12090
Queimados,3304144,RJ,61446
Queiroz,3541802,SP,1513
Queluz,3541901,SP,3868
Queluzito,3153806,MG,1090
Querência,5107065,MT,9674
Querência do Norte,4121000,PR,5215
Quevedos,4315321,RS,1332
Quijingue,2925907,BA,12293
Quilombo,4214201,SC,4373
Quinta do Sol,4121109,PR,2247
Quintana,3542008,SP,2889
Quinze de Novembro,4315354,RS,2163
Quipapá,2611507,PE,8144
Quirinópolis,5218508,GO,21155
Quissamã,3304151,RJ,11104
Quitandinha,4121208,PR,9191
Quiterianópolis,2311264,CE,9347
Quixaba,2512606,PB,916
Quixaba,2611533,PE,3365
Quixabeira,2925931,BA,5886
Quixadá,2311306,CE,36341
Quixelô,2311355,CE,7415
Quixeramobim,2311405,CE,34179
Quixeré,2311504,CE,10078
Rafael Fernandes,2410504,RN,2301
Rafael Godeiro,2410603,RN,1484
Rafael Jambeiro,2925956,BA,9562
Rafard,3542107,SP,3543
Ramilândia,4121257,PR,1781
Rancharia,3542206,SP,13447
Rancho Alegre,4121307,PR,1730
Rancho Alegre D'Oeste,4121356,PR,1111
Rancho Queimado,4214300,SC,2444
Raposa,2109452,MA,11745
Raposos,3153905,MG,6728
Raul Soares,3154002,MG,11375
Realeza,4121406,PR,8178
Rebouças,4121505,PR,6235
Recife,2611606,PE,644213
Recreio,3154101,MG,4684
Recursolândia,1718501,TO,1327
Redenção,1506138,PA,34459
Redenção,2311603,CE,12091
Redenção da Serra,3542305,SP,3579
Redenção do Gurguéia,2208700,PI,3399
Redentora,4315404,RS,3426
Reduto,3154150,MG,3800
Regeneração,2208809,PI,7755
Regente Feijó,3542404,SP,8859
Reginópolis,3542503,SP,2847
Registro,3542602,SP,25748
Relvado,4315453,RS,869
Remanso,2926004,BA,18049
Remígio,2512705,PB,7930
Renascença,4121604,PR,2911
Reriutaba,2311702,CE,8473
Resende,3304201,RJ,59324
Resende Costa,3154200,MG,6146
Reserva,4121703,PR,10946
Reserva do Cabaçal,5107156,MT,1086
Reserva do Iguaçu,4121752,PR,2945
Resplendor,3154309,MG,8625
Ressaquinha,3154408,MG,2244
Restinga,3542701,SP,2731
Restinga Sêca,4315503,RS,7937
Retirolândia,2926103,BA,6593
Riachão,2109502,MA,9558
Riachão,2512747,PB,1387
Riachão das Neves,2926202,BA,10422
Riachão do Bacamarte,2512754,PB,2046
Riachão do Dantas,2805802,SE,8115
Riachão do Jacuípe,2926301,BA,16899
Riachão do Poço,2512762,PB,2008
Riachinho,1718550,TO,1672
Riachinho,3154457,MG,3581
Riacho da Cruz,2410702,RN,1237
Riacho das Almas,2611705,PE,11630
Riacho de Santana,2410801,RN,1824
Riacho de Santana,2926400,BA,13888
Riacho de Santo Antônio,2512788,PB,858
Riacho dos Cavalos,2512804,PB,3807
Riacho dos Machados,3154507,MG,3687
Riacho Frio,2208858,PI,2003
Riachuelo,2410900,RN,3011
Riachuelo,2805901,SE,3464
Rialma,5218607,GO,5148
Rianápolis,5218706,GO,1899
Ribamar Fiquene,2109551,MA,3243
Ribas do Rio Pardo,5007109,MS,10888
Ribeira,3542800,SP,1733
Ribeira do Amparo,2926509,BA,6864
Ribeira do Piauí,2208874,PI,2119
Ribeira do Pombal,2926608,BA,26427
Ribeirão,2611804,PE,15036
Ribeirão Bonito,3542909,SP,5166
Ribeirão Branco,3543006,SP,8599
Ribeirão Cascalheira,5107180,MT,4644
Ribeirão Claro,4121802,PR,6335
Ribeirão Corrente,3543105,SP,1954
Ribeirão das Neves,3154606,MG,135549
Ribeirão do Largo,2926657,BA,5232
Ribeirão do Pinhal,4121901,PR,6010
Ribeirão do Sul,3543204,SP,2148
Ribeirão dos Índios,3543238,SP,1028
Ribeirão Grande,3543253,SP,3617
Ribeirão Pires,3543303,SP,44662
Ribeirão Preto,3543402,SP,321949
Ribeirão Vermelho,3154705,MG,1907
Ribeirãozinho,5107198,MT,1234
Ribeiro Gonçalves,2208908,PI,2758
Ribeirópolis,2806008,SE,8861
Rifaina,3543600,SP,2811
Rincão,3543709,SP,4736
Rinópolis,3543808,SP,4312
Rio Acima,3154804,MG,5479
Rio Azul,4122008,PR,5846
Rio Bananal,3204351,ES,8909
Rio Bom,4122107,PR,1574
Rio Bonito,3304300,RJ,25870
Rio Bonito do Iguaçu,4122156,PR,5720
Rio Branco,1200401,AC,148826
Rio Branco,5107206,MT,2227
Rio Branco do Ivaí,4122172,PR,1790
Rio Branco do Sul,4122206,PR,15359
Rio Brilhante,5007208,MS,14825
Rio Casca,3154903,MG,6046
Rio Claro,3304409,RJ,9146
Rio Claro,3543907,SP,87946
Rio Crespo,1100262,RO,1772
Rio da Conceição,1718659,TO,857
Rio das Antas,4214409,SC,2847
Rio das Flores,3304508,RJ,3978
Rio das Ostras,3304524,RJ,88037
Rio das Pedras,3544004,SP,13137
Rio de Contas,2926707,BA,6176
Rio de Janeiro,3304557,RJ,2920214
Rio do Antônio,2926806,BA,6576
Rio do Campo,4214508,SC,2788
Rio do Fogo,2408953,RN,5571
Rio do Oeste,4214607,SC,3166
Rio do Pires,2926905,BA,4700
Rio do Prado,3155108,MG,2306
Rio do Sul,4214805,SC,30065
Rio Doce,3155009,MG,1293
Rio dos Bois,1718709,TO,1307
Rio dos Cedros,4214706,SC,5489
Rio dos Índios,4315552,RS,1389
Rio Espera,3155207,MG,3198
Rio Formoso,2611903,PE,7698
Rio Fortuna,4214904,SC,1909
Rio Grande,4315602,RS,102932
Rio Grande da Serra,3544103,SP,17944
Rio Grande do Piauí,2209005,PI,3332
Rio Largo,2707701,AL,38420
Rio Manso,3155306,MG,3797
Rio Maria,1506161,PA,8205
Rio Negrinho,4215000,SC,15414
Rio Negro,4122305,PR,12828
Rio Negro,5007307,MS,2673
Rio Novo,3155405,MG,4141
Rio Novo do Sul,3204401,ES,4938
Rio Paranaíba,3155504,MG,7680
Rio Pardo,4315701,RS,18118
Rio Pardo de Minas,3155603,MG,13099
Rio Piracicaba,3155702,MG,6684
Rio Pomba,3155801,MG,8766
Rio Preto,3155900,MG,3065
Rio Preto da Eva,1303569,AM,12804
Rio Quente,5218789,GO,4122
Rio Real,2927002,BA,17068
Rio Rufino,4215059,SC,1318
Rio Sono,1718758,TO,2532
Rio Tinto,2512903,PB,10088
Rio Verde,5218805,GO,90664
Rio Verde de Mato Grosso,5007406,MS,9934
Rio Vermelho,3156007,MG,6137
Riolândia,3544202,SP,3749
Riozinho,4315750,RS,2469
Riqueza,4215075,SC,2103
Ritápolis,3156106,MG,2942
Riversul,3543501,SP,2898
Roca Sales,4315800,RS,4860
Rochedo,5007505,MS,2922
Rochedo de Minas,3156205,MG,1123
Rodeio,4215109,SC,5284
Rodeio Bonito,4315909,RS,2881
Rodeiro,3156304,MG,3533
Rodelas,2927101,BA,4319
Rodolfo Fernandes,2411007,RN,1890
Rodrigues Alves,1200427,AC,5353
Rolador,4315958,RS,1266
Rolândia,4122404,PR,29315
Rolante,4316006,RS,10423
Rolim de Moura,1100288,RO,25631
Romaria,3156403,MG,1786
Romelândia,4215208,SC,2194
Roncador,4122503,PR,5059
Ronda Alta,4316105,RS,4372
Rondinha,4316204,RS,2020
Rondolândia,5107578,MT,1539
Rondon,4122602,PR,3951
Rondon do Pará,1506187,PA,16425
Rondonópolis,5107602,MT,105400
Roque Gonzales,4316303,RS,3181
Rorainópolis,1400472,RR,13107
Rosana,3544251,SP,9038
Rosário,2109601,MA,14567
Rosário da Limeira,3156452,MG,2413
Rosário do Catete,2806107,SE,4091
Rosário do Ivaí,4122651,PR,2713
Rosário do Sul,4316402,RS,16263
Rosário Oeste,5107701,MT,7840
Roseira,3544301,SP,4365
Roteiro,2707800,AL,2243
Rubelita,3156502,MG,3415
Rubiácea,3544400,SP,1267
Rubiataba,5218904,GO,9163
Rubim,3156601,MG,4415
Rubinéia,3544509,SP,2521
Rurópolis,1506195,PA,11791
Russas,2311801,CE,34647
Ruy Barbosa,2411106,RN,1613
Ruy Barbosa,2927200,BA,14250
Sabará,3156700,MG,55987
Sabáudia,4122701,PR,3951
Sabino,3544608,SP,2966
Sabinópolis,3156809,MG,6828
Saboeiro,2311900,CE,7009
Sacramento,3156908,MG,12968
Sagrada Família,4316428,RS,1150
Sagres,3544707,SP,1127
Sairé,2612000,PE,6585
Saldanha Marinho,4316436,RS,1258
Sales,3544806,SP,4748
Sales Oliveira,3544905,SP,4937
Salesópolis,3545001,SP,8271
Salete,4215307,SC,3223
Salgadinho,2513000,PB,1543
Salgadinho,2612109,PE,2747
Salgado,2806206,SE,10159
Salgado de São Félix,2513109,PB,5363
Salgado Filho,4122800,PR,1826
Salgueiro,2612208,PE,26889
Salinas,3157005,MG,20043
Salinas da Margarida,2927309,BA,9063
Salinópolis,1506203,PA,25145
Salitre,2311959,CE,7092
Salmourão,3545100,SP,2102
Saloá,2612307,PE,6285
Saltinho,3545159,SP,3465
Saltinho,4215356,SC,1609
Salto,3545209,SP,54258
Salto da Divisa,3157104,MG,2615
Salto de Pirapora,3545308,SP,21659
Salto do Céu,5107750,MT,2095
Salto do Itararé,4122909,PR,2678
Salto do Jacuí,4316451,RS,4978
Salto do Lontra,4123006,PR,5859
Salto Grande,3545407,SP,4381
Salto Veloso,4215406,SC,1864
Salvador,2927408,BA,1212383
Salvador das Missões,4316477,RS,1310
Salvador do Sul,4316501,RS,3134
Salvaterra,1506302,PA,10152
Sambaíba,2109700,MA,2532
Sampaio,1718808,TO,1561
Sananduva,4316600,RS,7707
Sanclerlândia,5219001,GO,4118
Sandolândia,1718840,TO,1880
Sandovalina,3545506,SP,1600
Sangão,4215455,SC,4471
Sanharó,2612406,PE,8438
Sant'Ana do Livramento,4317103,RS,37350
Santa Adélia,3545605,SP,6330
Santa Albertina,3545704,SP,3330
Santa Amélia,4123105,PR,1583
Santa Bárbara,2927507,BA,10078
Santa Bárbara,3157203,MG,13214
Santa Bárbara d'Oeste,3545803,SP,74932
Santa Bárbara de Goiás,5219100,GO,2857
Santa Bárbara do Leste,3157252,MG,3776
Santa Bárbara do Monte Verde,3157278,MG,2138
Santa Bárbara do Pará,1506351,PA,9475
Santa Bárbara do Sul,4316709,RS,3764
Santa Bárbara do Tugúrio,3157302,MG,2189
Santa Branca,3546009,SP,8095
Santa Brígida,2927606,BA,7680
Santa Carmem,5107248,MT,2161
Santa Cecília,2513158,PB,3605
Santa Cecília,4215505,SC,6118
Santa Cecília do Pavão,4123204,PR,1605
Santa Cecília do Sul,4316733,RS,742
Santa Clara d'Oeste,3546108,SP,1302
Santa Clara do Sul,4316758,RS,2996
Santa Cruz,2411205,RN,17091
Santa Cruz,2513208,PB,2684
Santa Cruz,2612455,PE,6026
Santa Cruz Cabrália,2927705,BA,16666
Santa Cruz da Baixa Verde,2612471,PE,5946
Santa Cruz da Conceição,3546207,SP,2335
Santa Cruz da Esperança,3546256,SP,1141
Santa Cruz da Vitória,2927804,BA,2280
Santa Cruz das Palmeiras,3546306,SP,12131
Santa Cruz de Goiás,5219209,GO,2037
Santa Cruz de Minas,3157336,MG,3403
Santa Cruz de Monte Castelo,4123303,PR,3775
Santa Cruz de Salinas,3157377,MG,2325
Santa Cruz do Arari,1506401,PA,2059
Santa Cruz do Capibaribe,2612505,PE,42718
Santa Cruz do Escalvado,3157401,MG,2441
Santa Cruz do Piauí,2209104,PI,2591
Santa Cruz do Rio Pardo,3546405,SP,20305
Santa Cruz do Sul,4316808,RS,61255
Santa Cruz do Xingu,5107743,MT,1165
Santa Cruz dos Milagres,2209153,PI,1912
Santa Efigênia de Minas,3157500,MG,1992
Santa Ernestina,3546504,SP,2615
Santa Fé,4123402,PR,5199
Santa Fé de Goiás,5219258,GO,2444
Santa Fé de Minas,3157609,MG,1981
Santa Fé do Araguaia,1718865,TO,2682
Santa Fé do Sul,3546603,SP,16374
Santa Filomena,2209203,PI,2577
Santa Filomena,2612554,PE,6135
Santa Filomena do Maranhão,2109759,MA,2653
Santa Gertrudes,3546702,SP,9002
Santa Helena,2109809,MA,12055
Santa Helena,2513307,PB,2866
Santa Helena,4123501,PR,10933
Santa Helena,4215554,SC,971
Santa Helena de Goiás,5219308,GO,16440
Santa Helena de Minas,3157658,MG,2504
Santa Inês,2109908,MA,32784
Santa Inês,2513356,PB,1518
Santa Inês,2927903,BA,4840
Santa Inês,4123600,PR,945
Santa Isabel,3546801,SP,26017
Santa Isabel,5219357,GO,2110
Santa Isabel do Ivaí,4123709,PR,4063
Santa Isabel do Rio Negro,1303601,AM,3328
Santa Izabel do Oeste,4123808,PR,5288
Santa Izabel do Pará,1506500,PA,26281
Santa Juliana,3157708,MG,6247
Santa Leopoldina,3204500,ES,7548
Santa Lúcia,3546900,SP,2873
Santa Lúcia,4123824,PR,1644
Santa Luz,2209302,PI,2577
Santa Luzia,2110005,MA,23536
Santa Luzia,2513406,PB,6728
Santa Luzia,2928059,BA,6360
Santa Luzia,3157807,MG,90310
Santa Luzia D'Oeste,1100296,RO,3580
Santa Luzia do Itanhy,2806305,SE,6084
Santa Luzia do Norte,2707909,AL,2643
Santa Luzia do Pará,1506559,PA,7917
Santa Luzia do Paruá,2110039,MA,8579
Santa Margarida,3157906,MG,6634
Santa Margarida do Sul,4316972,RS,1378
Santa Maria,2409332,RN,2208
Santa Maria,4316907,RS,132595
Santa Maria da Boa Vista,2612604,PE,16319
Santa Maria da Serra,3547007,SP,2840
Santa Maria da Vitória,2928109,BA,17304
Santa Maria das Barreiras,1506583,PA,7988
Santa Maria de Itabira,3158003,MG,4727
Santa Maria de Jetibá,3204559,ES,17603
Santa Maria do Cambucá,2612703,PE,6785
Santa Maria do Herval,4316956,RS,3111
Santa Maria do Oeste,4123857,PR,4465
Santa Maria do Pará,1506609,PA,10335
Santa Maria do Salto,3158102,MG,2464
Santa Maria do Suaçuí,3158201,MG,6279
Santa Maria do Tocantins,1718881,TO,1291
Santa Maria Madalena,3304607,RJ,5510
Santa Mariana,4123907,PR,5152
Santa Mercedes,3547106,SP,1521
Santa Mônica,4123956,PR,1553
Santa Quitéria,2312205,CE,17527
Santa Quitéria do Maranhão,2110104,MA,7919
Santa Rita,2110203,MA,13149
Santa Rita,2513703,PB,59867
Santa Rita d'Oeste,3547403,SP,1368
Santa Rita de Caldas,3159209,MG,4618
Santa Rita de Cássia,2928406,BA,14115
Santa Rita de Ibitipoca,3159407,MG,1926
Santa Rita de Jacutinga,3159308,MG,3147
Santa Rita de Minas,3159357,MG,3297
Santa Rita do Araguaia,5219407,GO,3601
Santa Rita do Itueto,3159506,MG,3082
Santa Rita do Novo Destino,5219456,GO,1740
Santa Rita do Pardo,5007554,MS,4178
Santa Rita do Passa Quatro,3547502,SP,12604
Santa Rita do Sapucaí,3159605,MG,17742
Santa Rita do Tocantins,1718899,TO,1129
Santa Rita do Trivelato,5107768,MT,1366
Santa Rosa,4317202,RS,33614
Santa Rosa da Serra,3159704,MG,1739
Santa Rosa de Goiás,5219506,GO,1540
Santa Rosa de Lima,2806503,SE,1819
Santa Rosa de Lima,4215604,SC,895
Santa Rosa de Viterbo,3547601,SP,10444
Santa Rosa do Piauí,2209377,PI,2328
Santa Rosa do Purus,1200435,AC,1610
Santa Rosa do Sul,4215653,SC,4337
Santa Rosa do Tocantins,1718907,TO,2262
Santa Salete,3547650,SP,842
Santa Teresa,3204609,ES,11844
Santa Teresinha,2513802,PB,2152
Santa Tereza,4317251,RS,894
Santa Tereza de Goiás,5219605,GO,1846
Santa Tereza do Oeste,4124020,PR,5291
Santa Tereza do Tocantins,1719004,TO,1196
Santa Terezinha,2612802,PE,5314
Santa Terezinha,2928505,BA,5987
Santa Terezinha,4215679,SC,3453
Santa Terezinha,5107776,MT,3482
Santa Terezinha de Goiás,5219704,GO,4905
Santa Terezinha de Itaipu,4124053,PR,9621
Santa Terezinha do Progresso,4215687,SC,1110
Santa Terezinha do Tocantins,1720002,TO,1039
Santa Vitória,3159803,MG,11139
Santa Vitória do Palmar,4317301,RS,20837
Santaluz,2928000,BA,17305
Santana,1600600,AP,34703
Santana,2928208,BA,11815
Santana da Boa Vista,4317004,RS,4877
Santana da Ponte Pensa,3547205,SP,924
Santana da Vargem,3158300,MG,3044
Santana de Cataguases,3158409,MG,1854
Santana de Mangueira,2513505,PB,2378
Santana de Parnaíba,3547304,SP,59167
Santana de Pirapama,3158508,MG,4671
Santana do Acaraú,2312007,CE,11919
Santana do Araguaia,1506708,PA,13964
Santana do Cariri,2312106,CE,8011
Santana do Deserto,3158607,MG,1874
Santana do Garambéu,3158706,MG,1166
Santana do Ipanema,2708006,AL,19459
Santana do Itararé,4124004,PR,2696
Santana do Jacaré,3158805,MG,2104
Santana do Manhuaçu,3158904,MG,3974
Santana do Maranhão,2110237,MA,3737
Santana do Matos,2411403,RN,6278
Santana do Mundaú,2708105,AL,4959
Santana do Paraíso,3158953,MG,20228
Santana do Piauí,2209351,PI,1815
Santana do Riacho,3159001,MG,3649
Santana do São Francisco,2806404,SE,2913
Santana do Seridó,2411429,RN,1334
Santana dos Garrotes,2513604,PB,3180
Santana dos Montes,3159100,MG,2040
Santanópolis,2928307,BA,4413
Santarém,1506807,PA,118573
Santarém Novo,1506906,PA,2552
Santiago,4317400,RS,22808
Santiago do Sul,4215695,SC,643
Santo Afonso,5107263,MT,1464
Santo Amaro,2928604,BA,29013
Santo Amaro da Imperatriz,4215703,SC,12342
Santo Amaro das Brotas,2806602,SE,5542
Santo Amaro do Maranhão,2110278,MA,4546
Santo Anastácio,3547700,SP,8348
Santo André,2513851,PB,1411
Santo André,3547809,SP,322856
Santo Ângelo,4317509,RS,34602
Santo Antônio,2411502,RN,9693
Santo Antônio da Alegria,3547908,SP,3557
Santo Antônio da Barra,5219712,GO,2083
Santo Antônio da Patrulha,4317608,RS,22394
Santo Antônio da Platina,4124103,PR,19341
Santo Antônio das Missões,4317707,RS,5093
Santo Antônio de Goiás,5219738,GO,3322
Santo Antônio de Jesus,2928703,BA,48200
Santo Antônio de Lisboa,2209401,PI,3031
Santo Antônio de Pádua,3304706,RJ,20120
Santo Antônio de Posse,3548005,SP,9517
Santo Antônio do Amparo,3159902,MG,7429
Santo Antônio do Aracanguá,3548054,SP,5532
Santo Antônio do Aventureiro,3160009,MG,1937
Santo Antônio do Caiuá,4124202,PR,1205
Santo Antônio do Descoberto,5219753,GO,30420
Santo Antônio do Grama,3160108,MG,1851
Santo Antônio do Içá,1303700,AM,6289
Santo Antônio do Itambé,3160207,MG,1875
Santo Antônio do Jacinto,3160306,MG,4942
Santo Antônio do Jardim,3548104,SP,2753
Santo Antônio do Leste,5107792,MT,1584
Santo Antônio do Leverger,5107800,MT,8469
Santo Antônio do Monte,3160405,MG,13700
Santo Antônio do Palma,4317558,RS,905
Santo Antônio do Paraíso,4124301,PR,1066
Santo Antônio do Pinhal,3548203,SP,4212
Santo Antônio do Planalto,4317756,RS,1002
Santo Antônio do Retiro,3160454,MG,3242
Santo Antônio do Rio Abaixo,3160504,MG,1033
Santo Antônio do Sudoeste,4124400,PR,8422
Santo Antônio do Tauá,1507003,PA,12648
Santo Antônio dos Lopes,2110302,MA,5597
Santo Antônio dos Milagres,2209450,PI,792
Santo Augusto,4317806,RS,6203
Santo Cristo,4317905,RS,6599
Santo Estêvão,2928802,BA,22411
Santo Expedito,3548302,SP,1640
Santo Expedito do Sul,4317954,RS,1104
Santo Hipólito,3160603,MG,1790
Santo Inácio,4124509,PR,3113
Santo Inácio do Piauí,2209500,PI,1864
Santópolis do Aguapeí,3548401,SP,1680
Santos,3548500,SP,208688
Santos Dumont,3160702,MG,20585
São Benedito,2312304,CE,19459
São Benedito do Rio Preto,2110401,MA,6217
São Benedito do Sul,2612901,PE,4795
São Bentinho,2513927,PB,1981
São Bento,2110500,MA,13594
São Bento,2513901,PB,13446
São Bento Abade,3160801,MG,1835
São Bento do Norte,2411601,RN,1398
São Bento do Sapucaí,3548609,SP,6338
São Bento do Sul,4215802,SC,33603
São Bento do Tocantins,1720101,TO,2210
São Bento do Trairí,2411700,RN,1882
São Bento do Una,2613008,PE,22572
São Bernardino,4215752,SC,1097
São Bernardo,2110609,MA,9714
São Bernardo do Campo,3548708,SP,333296
São Bonifácio,4215901,SC,1673
São Borja,4318002,RS,25174
São Brás,2708204,AL,3571
São Brás do Suaçuí,3160900,MG,2234
São Braz do Piauí,2209559,PI,2364
São Caetano de Odivelas,1507102,PA,6582
São Caetano do Sul,3548807,SP,70743
São Caitano,2613107,PE,19182
São Carlos,3548906,SP,122473
São Carlos,4216008,SC,4576
São Carlos do Ivaí,4124608,PR,2746
São Cristóvão,2806701,SE,43652
São Cristóvão do Sul,4216057,SC,1878
São Desidério,2928901,BA,15369
São Domingos,2513968,PB,1234
São Domingos,2806800,SE,5279
São Domingos,2928950,BA,4469
São Domingos,4216107,SC,3937
São Domingos,5219803,GO,4856
São Domingos das Dores,3160959,MG,2503
São Domingos do Araguaia,1507151,PA,8531
São Domingos do Azeitão,2110658,MA,3022
São Domingos do Capim,1507201,PA,10085
São Domingos do Cariri,2513943,PB,1373
São Domingos do Maranhão,2110708,MA,13694
São Domingos do Norte,3204658,ES,3876
São Domingos do Prata,3161007,MG,9123
São Domingos do Sul,4318051,RS,1254
São Felipe,2929107,BA,9335
São Felipe D'Oeste,1101484,RO,2423
São Félix,2929008,BA,4994
São Félix de Balsas,2110807,MA,1949
São Félix de Minas,3161056,MG,1627
São Félix do Araguaia,5107859,MT,5494
São Félix do Coribe,2929057,BA,6949
São Félix do Piauí,2209609,PI,1520
São Félix do Tocantins,1720150,TO,664
São Félix do Xingu,1507300,PA,26484
São Fernando,2411809,RN,1621
São Fidélis,3304805,RJ,19372
São Francisco,2513984,PB,1411
São Francisco,2806909,SE,1642
São Francisco,3161106,MG,21607
São Francisco,3549003,SP,1301
São Francisco de Assis,4318101,RS,9251
São Francisco de Assis do Piauí,2209658,PI,2589
São Francisco de Goiás,5219902,GO,3206
São Francisco de Itabapoana,3304755,RJ,36190
São Francisco de Paula,3161205,MG,3153
São Francisco de Paula,4318200,RS,12408
São Francisco de Sales,3161304,MG,3051
São Francisco do Brejão,2110856,MA,3780
São Francisco do Conde,2929206,BA,19241
São Francisco do Glória,3161403,MG,2381
São Francisco do Guaporé,1101492,RO,7562
São Francisco do Maranhão,2110906,MA,5186
São Francisco do Oeste,2411908,RN,1868
São Francisco do Pará,1507409,PA,6935
São Francisco do Piauí,2209708,PI,3086
São Francisco do Sul,4216206,SC,38982
São Gabriel,2929255,BA,8847
São Gabriel,4318309,RS,26993
São Gabriel da Cachoeira,1303809,AM,13579
São Gabriel da Palha,3204708,ES,14822
São Gabriel do Oeste,5007695,MS,12330
São Geraldo,3161502,MG,4984
São Geraldo da Piedade,3161601,MG,1625
São Geraldo do Araguaia,1507458,PA,9887
São Geraldo do Baixio,3161650,MG,1781
São Gonçalo,3304904,RJ,413779
São Gonçalo do Abaeté,3161700,MG,4493
São Gonçalo do Amarante,2312403,CE,27508
São Gonçalo do Amarante,2412005,RN,54203
São Gonçalo do Gurguéia,2209757,PI,1548
São Gonçalo do Pará,3161809,MG,6350
São Gonçalo do Piauí,2209807,PI,2084
São Gonçalo do Rio Abaixo,3161908,MG,5741
São Gonçalo do Rio Preto,3125507,MG,1808
São Gonçalo do Sapucaí,3162005,MG,10623
São Gonçalo dos Campos,2929305,BA,17695
São Gotardo,3162104,MG,17117
São Jerônimo,4318408,RS,10135
São Jerônimo da Serra,4124707,PR,4884
São João,2613206,PE,9994
São João,4124806,PR,5102
São João Batista,2111003,MA,7048
São João Batista,4216305,SC,13444
São João Batista do Glória,3162203,MG,3897
São João d'Aliança,5220009,GO,5247
São João da Baliza,1400506,RR,2864
São João da Barra,3305000,RJ,31873
São João da Boa Vista,3549102,SP,41959
São João da Canabrava,2209856,PI,2358
São João da Fronteira,2209872,PI,2534
São João da Lagoa,3162252,MG,3129
São João da Mata,3162302,MG,1568
São João da Paraúna,5220058,GO,903
São João da Ponta,1507466,PA,2521
São João da Ponte,3162401,MG,11040
São João da Serra,2209906,PI,3178
São João da Urtiga,4318424,RS,2126
São João da Varjota,2209955,PI,2067
São João das Duas Pontes,3549201,SP,1265
São João das Missões,3162450,MG,4596
São João de Iracema,3549250,SP,869
São João de Meriti,3305109,RJ,177079
São João de Pirabas,1507474,PA,8748
São João del Rei,3162500,MG,45678
São João do Araguaia,1507508,PA,6042
São João do Arraial,2209971,PI,3429
São João do Caiuá,4124905,PR,2523
São João do Cariri,2514008,PB,2259
São João do Carú,2111029,MA,4205
São João do Itaperiú,4216354,SC,1822
São João do Ivaí,4125001,PR,5357
São João do Jaguaribe,2312502,CE,3570
São João do Manhuaçu,3162559,MG,4631
São João do Manteninha,3162575,MG,2878
São João do Oeste,4216255,SC,2615
São João do Oriente,3162609,MG,3746
São João do Pacuí,3162658,MG,1996
São João do Paraíso,2111052,MA,4315
São João do Paraíso,3162708,MG,9948
São João do Pau d'Alho,3549300,SP,1160
São João do Piauí,2210003,PI,9739
São João do Polêsine,4318432,RS,1223
